serial,kind,category,name,status,load_time_seconds,problem,browser_evidence,attempt,tested_at,uid
972,movie,Hindi Dubbed,The Expendables 3 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:38+00:00,movie:the-expendables-3-hindi-dubbed:130
973,movie,Hindi Dubbed,Paathirathri (2026) Bengali Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:49+00:00,movie:paathirathri-2026-bengali-dubbed:131
974,movie,Hindi Dubbed,Captain America Brave New World (2025) Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:51+00:00,movie:captain-america-brave-new-world-2025-dual-audio:132
975,movie,Hindi Dubbed,Eko 2025 Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:55+00:00,movie:eko-2025-dual:133
976,movie,Hindi Dubbed,Officer on Duty (2025) Uncut Dual Audio NetFlix,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:27+00:00,movie:officer-on-duty-2025-uncut-dual-audio-netflix:134
977,movie,Hindi Dubbed,Dasara 2024 Bengali ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:39+00:00,movie:dasara-2024-bengali-org:135
978,movie,Hindi Dubbed,My Strange Hero (2024) S01E01 Bengali Dubbed ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:35:20+00:00,movie:my-strange-hero-2024-s01e01-bengali-dubbed-org:136
979,movie,Hindi Dubbed,Mangalavaaram (2023) Uncut Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:03+00:00,movie:mangalavaaram-2023-uncut-dual-audio:137
980,movie,Hindi Dubbed,Saba Nayagan 2023 HS DUAL Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:05+00:00,movie:saba-nayagan-2023-hs-dual-audio:138
981,movie,Hindi Dubbed,Sarkaru Vaar Paata Nyayjuddho (2023) Bengali Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:11+00:00,movie:sarkaru-vaar-paata-nyayjuddho-2023-bengali-dubbed:139
982,movie,Hindi Dubbed,The Tomorrow War 2021 Hindi dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:40+00:00,movie:the-tomorrow-war-2021-hindi-dubbed:140
983,movie,Hindi Dubbed,Johnny English Strikes Again 2018 BluRay Dual Audio Hindi English,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:51+00:00,movie:johnny-english-strikes-again-2018-bluray-dual-audio-hindi-english:141
984,movie,Hindi Dubbed,Lawless Lawyer (2018) S01 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:53+00:00,movie:lawless-lawyer-2018-s01-hindi-dubbed:142
985,movie,Hindi Dubbed,The Meg 2018 Dual Audio BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:57+00:00,movie:the-meg-2018-dual-audio-bluray:143
986,movie,Hindi Dubbed,Theeran 2018 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:30+00:00,movie:theeran-2018-hindi-dubbed:144
987,movie,Hindi Dubbed,The Mummy 4 2017 BluRay Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:42+00:00,movie:the-mummy-4-2017-bluray-dual-audio:145
988,movie,Hindi Dubbed,Transformers Revenge of the Fallen (2009) Bengali ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:35:23+00:00,movie:transformers-revenge-of-the-fallen-2009-bengali-org:146
989,movie,Hindi Dubbed,Zodiac (2007) Dual Audio Bluray,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:05+00:00,movie:zodiac-2007-dual-audio-bluray:147
990,movie,Hindi Dubbed,Jawaan Bengali Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:07+00:00,movie:jawaan-bengali-dubbed:148
991,movie,Hindi Dubbed,Kumari Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:14+00:00,movie:kumari-hindi-dubbed:149
992,movie,Hindi Dubbed,Rang De Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:42+00:00,movie:rang-de-hindi-dubbed:150
993,movie,Hindi Dubbed,Rambo Last Blood Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:53+00:00,movie:rambo-last-blood-hindi-dubbed:151
994,movie,Hindi Dubbed,Repeat Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:55+00:00,movie:repeat-hindi-dubbed:152
995,movie,Hindi Dubbed,Uyir (2026) Bengali Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:03+00:00,movie:uyir-2026-bengali-dubbed:162
996,movie,Hindi Dubbed,Unmadham (2026) Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:32+00:00,movie:unmadham-2026-hindi-dubbed:165
997,movie,Hindi Dubbed,The Girlfriend (2025) S01 Dual Audio Amazon,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:44+00:00,movie:the-girlfriend-2025-s01-dual-audio-amazon:170
998,movie,Hindi Dubbed,When Life Gives You Tangerines (2025) S01E13 16 Dual Audio Hindi English,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:35:25+00:00,movie:when-life-gives-you-tangerines-2025-s01e13-16-dual-audio-hindi-english:175
999,movie,Hindi Dubbed,Gladiator II 2024 Dual Audio AMZN,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:07+00:00,movie:gladiator-ii-2024-dual-audio-amzn:179
1000,movie,Hindi Dubbed,One Hundred Years of Solitude (2024) S01 Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:09+00:00,movie:one-hundred-years-of-solitude-2024-s01-dual-audio:181
1001,movie,Hindi Dubbed,Squid Game (2024) S02 Dual Audio Hindi Korean,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:16+00:00,movie:squid-game-2024-s02-dual-audio-hindi-korean:183
1002,movie,Hindi Dubbed,Salaar 2023 Bangla Dubbed HDTS Print new,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:44+00:00,movie:salaar-2023-bangla-dubbed-hdts-print-new:186
1003,movie,Hindi Dubbed,Jailer (2023) Bengali Dubbed ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:56+00:00,movie:jailer-2023-bengali-dubbed-org:190
1004,movie,Hindi Dubbed,Drishyam 2 (2021) HQ Dub,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:58+00:00,movie:drishyam-2-2021-hq-dub:193
1005,movie,Hindi Dubbed,Terminator 5 Genisys 2015 BluRay Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:05+00:00,movie:terminator-5-genisys-2015-bluray-dual-audio:200
1006,movie,Hindi Dubbed,Guardians Of The Galaxy 2014 Dual Audio Hindi BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:34+00:00,movie:guardians-of-the-galaxy-2014-dual-audio-hindi-bluray:201
1007,movie,Hindi Dubbed,Gunday 2014,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:46+00:00,movie:gunday-2014:202
1008,movie,Hindi Dubbed,V ncenzo S1 E 11 to 20 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:35:27+00:00,movie:v-ncenzo-s1-e-11-to-20-hindi-dubbed:211
1009,movie,Hindi Dubbed,Memories of Murder Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:09+00:00,movie:memories-of-murder-hindi-dubbed:215
1010,movie,Hindi Dubbed,Oxygen Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:12+00:00,movie:oxygen-hindi-dubbed:216
1011,movie,Hindi Dubbed,Master,PASS,2.469,,readyState=4; video=1920x1080; currentTime=0.38s; playing=True; progressed=True,1,2026-08-29T16:12:44+00:00,movie:remote-manual-master-2026:153
1012,movie,Hindi Dubbed,Sakkhi,PASS,3.453,,readyState=4; video=1920x1080; currentTime=0.43s; playing=True; progressed=True,1,2026-08-29T16:14:39+00:00,movie:remote-manual-sakkhi-2026:154
1013,movie,Hindi Dubbed,M.R.P,PASS,1.219,,readyState=4; video=1920x812; currentTime=0.33s; playing=True; progressed=True,1,2026-08-29T16:07:59+00:00,movie:remote-manual-m-r-p-2026:155
1014,movie,Hindi Dubbed,Balan The Boy (2026) Bengali Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:18+00:00,movie:balan-the-boy-2026-bengali-dubbed:156
1015,movie,Hindi Dubbed,Double Politics 2026,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:48+00:00,movie:double-politics-2026:157
1016,movie,Hindi Dubbed,Ikka 2026 Multi Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:58+00:00,movie:ikka-2026-multi-audio:158
1017,movie,Hindi Dubbed,Master (2026) Bengali Dubbed ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:00+00:00,movie:master-2026-bengali-dubbed-org:159
1018,movie,Hindi Dubbed,Nooru Sami (2026) Bengali Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:07+00:00,movie:nooru-sami-2026-bengali-dubbed:160
1019,movie,Hindi Dubbed,One Night Only (2026) Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:38+00:00,movie:one-night-only-2026-hindi-dubbed:161
1020,movie,Hindi Dubbed,Drishyam 3 (2026) Hindi Dubbed HQ,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:48+00:00,movie:drishyam-3-2026-hindi-dubbed-hq:163
1021,movie,Hindi Dubbed,Rao Bahadur (2026) Bengali Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:35:29+00:00,movie:rao-bahadur-2026-bengali-dubbed:164
1022,movie,Hindi Dubbed,Uyir (2026) Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:12+00:00,movie:uyir-2026-dual:166
1023,movie,Hindi Dubbed,Maadeva,PASS,1.266,,readyState=4; video=1920x800; currentTime=0.24s; playing=True; progressed=True,1,2026-08-29T16:08:03+00:00,movie:remote-manual-maadeva-2025:167
1024,movie,Hindi Dubbed,Pushpa 2 The Rule Reloaded Version (2025) Bengali Dubbed ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:14+00:00,movie:pushpa-2-the-rule-reloaded-version-2025-bengali-dubbed-org:168
1025,movie,Hindi Dubbed,Saiyaara (2025) Bengali Dubbed Uncut,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:20+00:00,movie:saiyaara-2025-bengali-dubbed-uncut:169
1026,movie,Hindi Dubbed,Thunderbolts (2025) Dual Audio BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:51+00:00,movie:thunderbolts-2025-dual-audio-bluray:171
1027,movie,Hindi Dubbed,When Life Gives You Tangerines (2025) S01E05 08 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:00+00:00,movie:when-life-gives-you-tangerines-2025-s01e05-08-hindi-dubbed:172
1028,movie,Hindi Dubbed,Tere Ishk Mein (2025) Hindi Dubbed Netflix,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:02+00:00,movie:tere-ishk-mein-2025-hindi-dubbed-netflix:173
1029,movie,Hindi Dubbed,When Life Gives You Tangerines (2025) S01E01 04 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:10+00:00,movie:when-life-gives-you-tangerines-2025-s01e01-04-hindi-dubbed:174
1030,movie,Hindi Dubbed,Voyal,PASS,2.047,,readyState=4; video=1920x1080; currentTime=0.34s; playing=True; progressed=True,1,2026-08-29T16:10:44+00:00,movie:remote-manual-voyal-2024:176
1031,movie,Hindi Dubbed,Family Star 2024 BEN DUB HQ,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:41+00:00,movie:family-star-2024-ben-dub-hq:177
1032,movie,Hindi Dubbed,Rowdy Rakshak 2024 Bengali,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:50+00:00,movie:rowdy-rakshak-2024-bengali:178
1033,movie,Hindi Dubbed,Lovely Runner (2024) S01 Dual Audio Amazon,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:35:32+00:00,movie:lovely-runner-2024-s01-dual-audio-amazon:180
1034,movie,Hindi Dubbed,Spider Man 3 (2024) Bengali Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:14+00:00,movie:spider-man-3-2024-bengali-dubbed:182
1035,movie,Hindi Dubbed,Mersal Superstar (2023) Bengali Dubbed ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:16+00:00,movie:mersal-superstar-2023-bengali-dubbed-org:184
1036,movie,Hindi Dubbed,Reacher (2023) S01 Dual Audio Hindi ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:22+00:00,movie:reacher-2023-s01-dual-audio-hindi-org:185
1037,movie,Hindi Dubbed,The Amazing Spider Man (2023) B angla Dubbed ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:53+00:00,movie:the-amazing-spider-man-2023-b-angla-dubbed-org:187
1038,movie,Hindi Dubbed,Drishyam 2 2023 Bengali Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:02+00:00,movie:drishyam-2-2023-bengali-dubbed:188
1039,movie,Hindi Dubbed,Godzilla Minus One 2023 Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:04+00:00,movie:godzilla-minus-one-2023-dual:189
1040,movie,Hindi Dubbed,K G F Chapter 2 2022 Bengali Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:12+00:00,movie:k-g-f-chapter-2-2022-bengali-dubbed:191
1041,movie,Hindi Dubbed,Vikram (2022) Dual Audio Hindi ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:43+00:00,movie:vikram-2022-dual-audio-hindi-org:192
1042,movie,Hindi Dubbed,Nayattu (2021) Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:53+00:00,movie:nayattu-2021-hindi-dubbed:194
1043,movie,Hindi Dubbed,Vikings (2019) S06E11 20 Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:35:34+00:00,movie:vikings-2019-s06e11-20-dual-audio:195
1044,movie,Hindi Dubbed,Maleficent Mistress of Evil (2019) BluRay Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:16+00:00,movie:maleficent-mistress-of-evil-2019-bluray-dual-audio:196
1045,movie,Hindi Dubbed,Spider Man Far From Home 2019 Bangla DUBBED,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:18+00:00,movie:spider-man-far-from-home-2019-bangla-dubbed:197
1046,movie,Hindi Dubbed,Justice League 2017 BluRay Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:25+00:00,movie:justice-league-2017-bluray-dual-audio:198
1047,movie,Hindi Dubbed,Doctor Strange 2016 BluRay Dual Audio Hindi English,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:55+00:00,movie:doctor-strange-2016-bluray-dual-audio-hindi-english:199
1048,movie,Hindi Dubbed,The Hobbit 2 2013 BluRay Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:04+00:00,movie:the-hobbit-2-2013-bluray-dual-audio:203
1049,movie,Hindi Dubbed,Iron Man (2008) Hindi Dual Audio BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:06+00:00,movie:iron-man-2008-hindi-dual-audio-bluray:204
1050,movie,Hindi Dubbed,Ghost Rider 2007 BluRay Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:14+00:00,movie:ghost-rider-2007-bluray-dual-audio:205
1051,movie,Hindi Dubbed,Transformers (2007) Bengali Dubbed ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:45+00:00,movie:transformers-2007-bengali-dubbed-org:206
1052,movie,Hindi Dubbed,Sex the Single Mom (2003) Dual Audio HDTV,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:55+00:00,movie:sex-the-single-mom-2003-dual-audio-hdtv:207
1053,movie,Hindi Dubbed,The Lord of the Rings 2 2002 BluRay Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:35:37+00:00,movie:the-lord-of-the-rings-2-2002-bluray-dual-audio:208
1054,movie,Hindi Dubbed,Itaewon Class S01 Dual Audio Hindi Korean,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:18+00:00,movie:itaewon-class-s01-dual-audio-hindi-korean:209
1055,movie,Hindi Dubbed,Nagabandham The Secret Treasure Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:21+00:00,movie:nagabandham-the-secret-treasure-dual:210
1056,movie,Hindi Dubbed,Vincenzo S1 E 1 to 10 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:27+00:00,movie:vincenzo-s1-e-1-to-10-hindi-dubbed:212
1057,movie,Hindi Dubbed,Wednesday S01 BEN DUB,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:57+00:00,movie:wednesday-s01-ben-dub:213
1058,movie,Hindi Dubbed,Goblin The Lonely and Great God S01 E01 16 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:07+00:00,movie:goblin-the-lonely-and-great-god-s01-e01-16-hindi-dubbed:214
1059,movie,Hindi Dubbed,Gatta Kusthi 2,PASS,1.344,,readyState=4; video=1920x804; currentTime=0.21s; playing=True; progressed=True,1,2026-08-29T16:08:38+00:00,movie:remote-manual-gatta-kusthi-2-2026:217
1060,movie,Hindi Dubbed,Maa Inti Bangaram,PASS,2.328,,readyState=4; video=1920x1080; currentTime=0.31s; playing=True; progressed=True,1,2026-08-29T16:10:59+00:00,movie:remote-manual-maa-inti-bangaram-2026:218
1061,movie,Hindi Dubbed,Chinna Chinna Aasai,PASS,1.937,,readyState=4; video=1920x802; currentTime=0.43s; playing=True; progressed=True,1,2026-08-29T16:13:09+00:00,movie:remote-manual-chinna-chinna-aasai-2026:219
1062,movie,Hindi Dubbed,Con City,PASS,2.343,,readyState=4; video=1920x804; currentTime=0.45s; playing=True; progressed=True,1,2026-08-29T16:15:03+00:00,movie:remote-manual-con-city-2026:220
1063,movie,Hindi Dubbed,Dose,PASS,4.375,,readyState=4; video=1920x800; currentTime=0.21s; playing=True; progressed=True,1,2026-08-29T16:08:23+00:00,movie:remote-manual-dose-2026:221
1064,movie,Hindi Dubbed,Parimala & Co,PASS,2.11,,readyState=4; video=1920x804; currentTime=0.24s; playing=True; progressed=True,1,2026-08-29T16:08:40+00:00,movie:remote-manual-parimala-co-2026:222
1065,movie,Hindi Dubbed,Drishyam 3,PASS,2.859,,readyState=4; video=1920x800; currentTime=0.38s; playing=True; progressed=True,1,2026-08-29T16:11:02+00:00,movie:remote-manual-drishyam-3-2026:223
1066,movie,Hindi Dubbed,Razor,PASS,1.562,,readyState=4; video=1920x800; currentTime=0.31s; playing=True; progressed=True,1,2026-08-29T16:13:10+00:00,movie:remote-manual-razor-2026:224
1067,movie,Hindi Dubbed,Mollywood Times,PASS,1.985,,readyState=4; video=1920x804; currentTime=0.39s; playing=True; progressed=True,1,2026-08-29T16:15:06+00:00,movie:remote-manual-mollywood-times-2026:225
1068,movie,Hindi Dubbed,Karakkam,PASS,2.922,,readyState=4; video=1920x804; currentTime=0.42s; playing=True; progressed=True,1,2026-08-29T16:08:26+00:00,movie:remote-manual-karakkam-2026:226
1069,movie,Hindi Dubbed,KD – The Devil,PASS,2.953,,readyState=4; video=1920x1080; currentTime=0.35s; playing=True; progressed=True,1,2026-08-29T16:08:43+00:00,movie:remote-manual-kd-the-devil-2026:227
1070,movie,Hindi Dubbed,Balti,PASS,2.094,,readyState=4; video=1920x804; currentTime=0.35s; playing=True; progressed=True,1,2026-08-29T16:11:04+00:00,movie:remote-manual-balti-2025:228
