serial,kind,category,name,status,load_time_seconds,problem,browser_evidence,attempt,tested_at,uid
124,channel,Bangla,Nagorik TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:52:52+00:00,channel:nagorik-tv:46
125,channel,Bangla,Desh TV,PASS,1.985,,readyState=4; video=854x480; currentTime=4.30s; playing=True; progressed=True,1,2026-08-29T16:16:52+00:00,channel:desh-tv:14
126,channel,Bangla,Movie Bangla,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:53:20+00:00,channel:movie-bangla:26
127,channel,Bangla,Rajdhani TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:53:07+00:00,channel:rajdhani-tv:33
128,channel,Bangla,Ahsan TV,PASS,36.75,,readyState=4; video=1280x720; currentTime=0.07s; playing=True; progressed=True,2,2026-08-29T16:53:57+00:00,channel:ahsan-tv:0
129,channel,Bangla,Ananda TV,PASS,2.063,,readyState=4; video=1280x720; currentTime=36.39s; playing=True; progressed=True,1,2026-08-29T16:17:46+00:00,channel:ananda-tv:1
130,channel,Bangla,Bangla TV,PASS,2.546,,readyState=4; video=1920x1080; currentTime=7.23s; playing=True; progressed=True,1,2026-08-29T16:17:49+00:00,channel:bangla-tv:4
131,channel,Bangla,Channel 1 NEWS,PASS,3.031,,readyState=4; video=1280x720; currentTime=4.33s; playing=True; progressed=True,1,2026-08-29T16:17:52+00:00,channel:channel-1-news:7
132,channel,Bangla,Channel 9,PASS,10.047,,readyState=4; video=1280x720; currentTime=36.10s; playing=True; progressed=True,1,2026-08-29T16:18:03+00:00,channel:channel-9:9
133,channel,Bangla,Drama 24,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:53:21+00:00,channel:drama-24:15
134,channel,Bangla,DTV USA,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:54:11+00:00,channel:dtv-usa:16
135,channel,Bangla,France News 24,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:53:36+00:00,channel:france-news-24:19
136,channel,Bangla,GTV NEWS,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:54:26+00:00,channel:gtv-news:22
137,channel,Bangla,Jago News 24,PASS,3.578,,readyState=4; video=1920x1080; currentTime=12.32s; playing=True; progressed=True,1,2026-08-29T16:19:06+00:00,channel:jago-news-24:23
138,channel,Bangla,NK,PASS,3.359,,readyState=4; video=960x540; currentTime=55.13s; playing=True; progressed=True,1,2026-08-29T16:19:10+00:00,channel:nk:29
139,channel,Bangla,NRB TV,PASS,2.843,,readyState=4; video=1920x1080; currentTime=10.26s; playing=True; progressed=True,2,2026-08-29T16:53:39+00:00,channel:nrb-tv:30
140,channel,Bangla,pcv,PASS,11.39,,readyState=4; video=1280x720; currentTime=11.71s; playing=True; progressed=True,1,2026-08-29T16:19:37+00:00,channel:pcv:32
141,channel,Bangla,Rongeen TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:54:40+00:00,channel:rongeen-tv:34
142,channel,Bangla,TBN24,PASS,5.969,,readyState=4; video=1920x1080; currentTime=9.08s; playing=True; progressed=True,2,2026-08-29T16:53:45+00:00,channel:tbn24:39
143,channel,Bangla,TEN IP TV,PASS,9.875,,readyState=4; video=1280x720; currentTime=9.67s; playing=True; progressed=True,1,2026-08-29T16:20:16+00:00,channel:ten-ip-tv:40
144,channel,Bangla,Time TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:55+00:00,channel:time-tv:41
145,channel,Bangla,BTV Sangsad,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:53:48+00:00,channel:btv-shangshad:43
146,channel,Bangla,Channel 1,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:57+00:00,channel:channel-1:44
147,channel,Bangla,ZillarBarta News,PASS,10.25,,readyState=4; video=1280x720; currentTime=10.10s; playing=True; progressed=True,1,2026-08-29T16:20:46+00:00,channel:zillarbarta-news:47
148,channel,Indian,Star Jalsha,PASS,9.39,,readyState=4; video=1920x1080; currentTime=0.44s; playing=True; progressed=True,1,2026-08-29T15:44:11+00:00,channel:star-jalsha:0
149,channel,Indian,Zee Bangla,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:42:58+00:00,channel:zee-bangla:1
150,channel,Indian,Sony Aath,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:43:11+00:00,channel:sony-aath:2
151,channel,Indian,Jalsha Movies,PASS,1.922,,readyState=4; video=1280x720; currentTime=0.26s; playing=True; progressed=True,2,2026-08-29T16:43:39+00:00,channel:jalsha-movies:3
152,channel,Indian,Zee Bangla Cinema,PASS,3.5,,readyState=4; video=1280x720; currentTime=4.66s; playing=True; progressed=True,1,2026-08-29T15:44:15+00:00,channel:zee-bangla-cinema:4
153,channel,Indian,Republic Bangla,PASS,2.234,,readyState=4; video=640x360; currentTime=48.38s; playing=True; progressed=True,1,2026-08-29T15:44:26+00:00,channel:republic-bangla:5
154,channel,Indian,10 TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:49:39+00:00,channel:10-tv:6
155,channel,Indian,22Scope News,PASS,2.313,,readyState=4; video=1280x720; currentTime=12.15s; playing=True; progressed=True,1,2026-08-29T15:44:26+00:00,channel:22scope-news:7
156,channel,Indian,24 News,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:49:54+00:00,channel:24-news:8
157,channel,Indian,9X Jalwa,PASS,2.188,,readyState=4; video=640x360; currentTime=48.27s; playing=True; progressed=True,1,2026-08-29T15:44:29+00:00,channel:9x-jalwa:9
158,channel,Indian,9X Jhakkas,PASS,2.172,,readyState=4; video=640x360; currentTime=48.49s; playing=True; progressed=True,1,2026-08-29T15:44:49+00:00,channel:9x-jhakkas:10
159,channel,Indian,9X Tashan,PASS,2.296,,readyState=4; video=640x360; currentTime=48.33s; playing=True; progressed=True,1,2026-08-29T15:44:29+00:00,channel:9x-tashan:11
160,channel,Indian,9XM,PASS,3.391,,readyState=4; video=640x360; currentTime=48.36s; playing=True; progressed=True,1,2026-08-29T15:44:41+00:00,channel:9xm:12
161,channel,Indian,Aaj Tak,PASS,5.344,,readyState=4; video=718x404; currentTime=48.25s; playing=True; progressed=True,1,2026-08-29T15:44:35+00:00,channel:aaj-tak:13
162,channel,Indian,Aaj Tak Bangla,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:43:13+00:00,channel:aaj-tak-bangla:14
163,channel,Indian,Aamar Bangla,PASS,3.282,,readyState=4; video=1280x720; currentTime=24.13s; playing=True; progressed=True,1,2026-08-29T15:44:32+00:00,channel:aamar-bangla:15
164,channel,Indian,Aaryaa TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:43:26+00:00,channel:aaryaa-tv:16
165,channel,Indian,Aastha,PASS,3.265,,readyState=4; video=640x360; currentTime=14.48s; playing=True; progressed=True,1,2026-08-29T15:44:38+00:00,channel:aastha:17
166,channel,Indian,Aastha Prime 1,PASS,3.672,,readyState=4; video=640x360; currentTime=12.39s; playing=True; progressed=True,1,2026-08-29T15:45:15+00:00,channel:aastha-prime-1:18
167,channel,Indian,ABN Andhra Jyoti,PASS,2.781,,readyState=4; video=1280x720; currentTime=12.52s; playing=True; progressed=True,1,2026-08-29T15:44:36+00:00,channel:abn-andhra-jyoti:19
168,channel,Indian,ABP Ananda,PASS,11.625,,readyState=4; video=416x234; currentTime=48.84s; playing=True; progressed=True,1,2026-08-29T15:45:16+00:00,channel:abp-ananda:20
169,channel,Indian,ABP Asmita,PASS,1.375,,readyState=4; video=426x240; currentTime=32.07s; playing=True; progressed=True,1,2026-08-29T15:44:40+00:00,channel:abp-asmita:21
170,channel,Indian,ABP Ganga,PASS,1.891,,readyState=4; video=640x360; currentTime=48.31s; playing=True; progressed=True,1,2026-08-29T15:45:17+00:00,channel:abp-ganga:22
171,channel,Indian,ABP Majha,PASS,2.578,,readyState=4; video=640x360; currentTime=48.21s; playing=True; progressed=True,1,2026-08-29T15:44:38+00:00,channel:abp-majha:23
172,channel,Indian,ABP News,PASS,2.672,,readyState=4; video=640x360; currentTime=48.27s; playing=True; progressed=True,1,2026-08-29T15:45:19+00:00,channel:abp-news:24
173,channel,Indian,Adhyatm TV,PASS,1.813,,readyState=4; video=1280x720; currentTime=12.17s; playing=True; progressed=True,1,2026-08-29T15:44:42+00:00,channel:adhyatm-tv:25
174,channel,Indian,AKD Calcutta News,PASS,2.234,,readyState=4; video=1920x1080; currentTime=48.16s; playing=True; progressed=True,1,2026-08-29T15:45:20+00:00,channel:akd-calcutta-news:26
175,channel,Indian,Amrita TV,PASS,3.235,,readyState=4; video=1396x720; currentTime=69.28s; playing=True; progressed=True,1,2026-08-29T15:44:42+00:00,channel:amrita-tv:27
176,channel,Indian,&TV,PASS,6.875,,readyState=4; video=1280x720; currentTime=4.29s; playing=True; progressed=True,1,2026-08-29T15:45:26+00:00,channel:tv:28
177,channel,Indian,Apna Punjab TV,PASS,7.656,,readyState=4; video=1280x720; currentTime=10.13s; playing=True; progressed=True,2,2026-08-29T16:43:47+00:00,channel:apna-punjab-tv:29
178,channel,Indian,Arputhar Yesu TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:49:52+00:00,channel:arputhar-yesu-tv:30
179,channel,Indian,B4U Movies,PASS,4.891,,readyState=4; video=848x480; currentTime=42.51s; playing=True; progressed=True,1,2026-08-29T15:44:47+00:00,channel:b4u-movies:31
180,channel,Indian,Balle Balle,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:50:09+00:00,channel:balle-balle:32
181,channel,Indian,Bhojpuri Cinema,PASS,1.657,,readyState=4; video=854x480; currentTime=48.22s; playing=True; progressed=True,1,2026-08-29T15:45:07+00:00,channel:bhojpuri-cinema:33
182,channel,Indian,Channel Divya,PASS,1.813,,readyState=4; video=640x360; currentTime=42.54s; playing=True; progressed=True,1,2026-08-29T15:45:45+00:00,channel:channel-divya:34
183,channel,Indian,Chardikla Gurbaani TV,PASS,2.094,,readyState=4; video=1920x1080; currentTime=10.13s; playing=True; progressed=True,1,2026-08-29T15:44:50+00:00,channel:chardikla-gurbaani-tv:35
184,channel,Indian,Chardikla Time TV,PASS,12.797,,readyState=4; video=1920x1080; currentTime=9.55s; playing=True; progressed=True,1,2026-08-29T15:46:02+00:00,channel:chardikla-time-tv:36
185,channel,Indian,Chardikla Time TV North America,PASS,12.031,,readyState=4; video=1920x1080; currentTime=9.63s; playing=True; progressed=True,1,2026-08-29T15:45:19+00:00,channel:chardikla-time-tv-north-america:37
186,channel,Indian,CNBC Awaaz,PASS,1.687,,readyState=4; video=640x360; currentTime=576.18s; playing=True; progressed=True,1,2026-08-29T15:45:47+00:00,channel:cnbc-awaaz:38
187,channel,Indian,CNBC Bajar,PASS,1.5,,readyState=4; video=640x360; currentTime=581.88s; playing=True; progressed=True,1,2026-08-29T15:44:52+00:00,channel:cnbc-bajar:39
188,channel,Indian,CNBC TV18,PASS,2.578,,readyState=4; video=640x360; currentTime=582.81s; playing=True; progressed=True,1,2026-08-29T15:46:06+00:00,channel:cnbc-tv18:40
189,channel,Indian,CNBC TV18 Prime,PASS,2.359,,readyState=4; video=640x360; currentTime=588.40s; playing=True; progressed=True,1,2026-08-29T15:45:22+00:00,channel:cnbc-tv18-prime:41
190,channel,Indian,Cnews Bharat,PASS,3.313,,readyState=4; video=1280x720; currentTime=8.59s; playing=True; progressed=True,1,2026-08-29T15:45:51+00:00,channel:cnews-bharat:42
191,channel,Indian,CTVN AKD Plus,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:43:28+00:00,channel:ctvn-akd-plus:43
192,channel,Indian,Dangal TV,PASS,1.922,,readyState=4; video=854x480; currentTime=48.37s; playing=True; progressed=True,1,2026-08-29T15:46:08+00:00,channel:dangal-tv:44
193,channel,Indian,DANGAL2,PASS,1.735,,readyState=4; video=854x480; currentTime=48.43s; playing=True; progressed=True,1,2026-08-29T15:45:24+00:00,channel:dangal2:45
194,channel,Indian,Desi Channel,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:43:41+00:00,channel:desi-channel:46
195,channel,Indian,Divyavani TV,PASS,1.953,,readyState=4; video=1280x720; currentTime=12.52s; playing=True; progressed=True,1,2026-08-29T15:45:17+00:00,channel:divyavani-tv:47
196,channel,Indian,Enter 10 Bangla,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:44:02+00:00,channel:enter-10-bangla:48
197,channel,Indian,Enter10 Bangla,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:50:07+00:00,channel:enter10-bangla:49
198,channel,Indian,Enterr 10 Bangla,PASS,1.766,,readyState=4; video=854x480; currentTime=48.35s; playing=True; progressed=True,1,2026-08-29T15:46:16+00:00,channel:enterr-10-bangla:50
199,channel,Indian,Enterr10 Bangla,PASS,2.953,,readyState=4; video=854x480; currentTime=48.28s; playing=True; progressed=True,1,2026-08-29T15:45:20+00:00,channel:enterr10-bangla:51
